paper_id,label,year
2177995,2177995,2013
2437733,2437733,2012
2437745,2437745,2012
2437757,2437757,2012
2437739,2437739,2012
2437749,2437749,2012
2685950,2685950,2011
2685964,2685964,2011
2685955,2685955,2011
2437748,2437748,2012
2685958,2685958,2011
2437754,2437754,2012
2437752,2437752,2012
2437756,2437756,2012
2685952,2685952,2011
2685946,2685946,2011
2685962,2685962,2011
2685965,2685965,2011
2685954,2685954,2011
2685951,2685951,2011
2685953,2685953,2011
2685970,2685970,2011
2437740,2437740,2012
2685969,2685969,2011
2685966,2685966,2011
2685973,2685973,2011
2685960,2685960,2011
2685968,2685968,2011
2685963,2685963,2011
2437738,2437738,2012
2685961,2685961,2011
2685972,2685972,2011
2685957,2685957,2011
2178011,2178011,2013
2685978,2685978,2011
2685981,2685981,2011
2685975,2685975,2011
2685956,2685956,2011
2685982,2685982,2011
2685976,2685976,2011
2912699,2912699,2010
2685949,2685949,2011
2685984,2685984,2011
2685959,2685959,2011
2912703,2912703,2010
2685967,2685967,2011
2912706,2912706,2010
2685977,2685977,2011
2685971,2685971,2011
2912701,2912701,2010
2912713,2912713,2010
2912712,2912712,2010
2912709,2912709,2010
2912707,2912707,2010
2912710,2912710,2010
2912705,2912705,2010
2912702,2912702,2010
2912716,2912716,2010
2912718,2912718,2010
2685980,2685980,2011
2912717,2912717,2010
2685983,2685983,2011
2912719,2912719,2010
2912720,2912720,2010
2912715,2912715,2010
2912704,2912704,2010
2912724,2912724,2010
2912711,2912711,2010
2912721,2912721,2010
3129355,3129355,2009
2912726,2912726,2010
1618241,1618241,2015
2912700,2912700,2010
2912730,2912730,2010
2912728,2912728,2010
2912729,2912729,2010
3129357,3129357,2009
3129359,3129359,2009
3129368,3129368,2009
2912727,2912727,2010
2685948,2685948,2011
3129361,3129361,2009
3129358,3129358,2009
2912723,2912723,2010
2912714,2912714,2010
2912708,2912708,2010
3129375,3129375,2009
3129367,3129367,2009
3129370,3129370,2009
3129364,3129364,2009
3129369,3129369,2009
3129362,3129362,2009
3129366,3129366,2009
3129374,3129374,2009
3129377,3129377,2009
2912722,2912722,2010
3129373,3129373,2009
3129379,3129379,2009
3129385,3129385,2009
3129376,3129376,2009
3129378,3129378,2009
2685974,2685974,2011
3129382,3129382,2009
3129381,3129381,2009
3129387,3129387,2009
3129384,3129384,2009
3129363,3129363,2009
3129389,3129389,2009
3129380,3129380,2009
3129388,3129388,2009
3129372,3129372,2009
3129386,3129386,2009
3332679,3332679,2008
3332682,3332682,2008
3129391,3129391,2009
3332677,3332677,2008
3129383,3129383,2009
3129365,3129365,2009
3332683,3332683,2008
3129356,3129356,2009
3129394,3129394,2009
3129393,3129393,2009
3332680,3332680,2008
3129360,3129360,2009
3332686,3332686,2008
3332691,3332691,2008
3332688,3332688,2008
3332698,3332698,2008
3332693,3332693,2008
3332696,3332696,2008
3332681,3332681,2008
3332695,3332695,2008
3332692,3332692,2008
3332689,3332689,2008
3332684,3332684,2008
3332701,3332701,2008
3332690,3332690,2008
3332697,3332697,2008
3332702,3332702,2008
3521011,3521011,2007
3129392,3129392,2009
3332704,3332704,2008
3521014,3521014,2007
3521013,3521013,2007
3521010,3521010,2007
3521012,3521012,2007
3521015,3521015,2007
3521018,3521018,2007
3521017,3521017,2007
3521023,3521023,2007
3521019,3521019,2007
3521016,3521016,2007
3521027,3521027,2007
3332687,3332687,2008
3332700,3332700,2008
3129371,3129371,2009
3332699,3332699,2008
3521024,3521024,2007
3521020,3521020,2007
3521022,3521022,2007
3129390,3129390,2009
3521034,3521034,2007
3521025,3521025,2007
3521028,3521028,2007
3521026,3521026,2007
3521030,3521030,2007
3521041,3521041,2007
3521043,3521043,2007
3521033,3521033,2007
3521021,3521021,2007
3521035,3521035,2007
3521009,3521009,2007
3521045,3521045,2007
3521042,3521042,2007
2685979,2685979,2011
3521036,3521036,2007
3521040,3521040,2007
3521038,3521038,2007
3521046,3521046,2007
3521031,3521031,2007
3521044,3521044,2007
3521032,3521032,2007
3521037,3521037,2007
3521047,3521047,2007
3332678,3332678,2008
3521039,3521039,2007
3521029,3521029,2007
2912725,2912725,2010
3332694,3332694,2008
3332703,3332703,2008
3332685,3332685,2008
3363105,3363105,2008
3362976,3362976,2008
3363162,3363162,2008
3363076,3363076,2008
3363112,3363112,2008
3362996,3362996,2008
3363094,3363094,2008
3363077,3363077,2008
664109,664109,2018
663992,663992,2018
664007,664007,2018
664010,664010,2018
664009,664009,2018
4030729,4030729,2004
4030781,4030781,2004
4030724,4030724,2004
3731657,3731657,2006
3731698,3731698,2006
3731597,3731597,2006
3731728,3731728,2006
3731659,3731659,2006
3731694,3731694,2006
3731684,3731684,2006
3731662,3731662,2006
1903896,1903896,2014
1903893,1903893,2014
1903804,1903804,2014
1903948,1903948,2014
1903814,1903814,2014
1903760,1903760,2014
1903954,1903954,2014
1903769,1903769,2014
1903881,1903881,2014
1903752,1903752,2014
1616052,1616052,2015
1615994,1615994,2015
1616029,1616029,2015
1616156,1616156,2015
1616044,1616044,2015
1615970,1615970,2015
1616059,1616059,2015
1617376,1617376,2015
296487,296487,2019
296293,296293,2019
296453,296453,2019
296395,296395,2019
296489,296489,2019
296360,296360,2019
296449,296449,2019
3153934,3153934,2009
3153991,3153991,2009
3154012,3154012,2009
3153924,3153924,2009
3154025,3154025,2009
3153978,3153978,2009
2932345,2932345,2010
2932363,2932363,2010
2932356,2932356,2010
2932300,2932300,2010
2932296,2932296,2010
2932237,2932237,2010
2932295,2932295,2010
2932252,2932252,2010
2932262,2932262,2010
2932215,2932215,2010
2932250,2932250,2010
2932254,2932254,2010
2932189,2932189,2010
2932349,2932349,2010
2181429,2181429,2013
2181290,2181290,2013
2181401,2181401,2013
2181466,2181466,2013
2181393,2181393,2013
2181334,2181334,2013
2181298,2181298,2013
3891518,3891518,2005
3891501,3891501,2005
3891546,3891546,2005
3891561,3891561,2005
1319780,1319780,2016
1319707,1319707,2016
1319644,1319644,2016
1319758,1319758,2016
1319618,1319618,2016
1319635,1319635,2016
1319728,1319728,2016
3552909,3552909,2007
3552900,3552900,2007
3552895,3552895,2007
3552883,3552883,2007
3552934,3552934,2007
3552888,3552888,2007
3552797,3552797,2007
3552805,3552805,2007
3552799,3552799,2007
3552906,3552906,2007
3552928,3552928,2007
3552931,3552931,2007
1005516,1005516,2017
1005595,1005595,2017
1005481,1005481,2017
1005487,1005487,2017
1005450,1005450,2017
2448591,2448591,2012
2448607,2448607,2012
2448558,2448558,2012
2448623,2448623,2012
2448673,2448673,2012
2448689,2448689,2012
2448736,2448736,2012
754627,754627,2018
754510,754510,2018
106414,106414,2020
754652,754652,2018
754686,754686,2018
106381,106381,2020
754562,754562,2018
106387,106387,2020
106530,106530,2020
754688,754688,2018
383140,383140,2019
106442,106442,2020
382918,382918,2019
754687,754687,2018
382965,382965,2019
383002,383002,2019
754667,754667,2018
754751,754751,2018
754744,754744,2018
383125,383125,2019
754668,754668,2018
754677,754677,2018
382874,382874,2019
382840,382840,2019
1097600,1097600,2017
1097603,1097603,2017
754763,754763,2018
1097658,1097658,2017
383124,383124,2019
1413384,1413384,2016
1097786,1097786,2017
1097620,1097620,2017
1097843,1097843,2017
754570,754570,2018
1097823,1097823,2017
1413482,1413482,2016
1413573,1413573,2016
1097597,1097597,2017
1413373,1413373,2016
1413536,1413536,2016
1097733,1097733,2017
1413467,1413467,2016
1413539,1413539,2016
1711511,1711511,2015
1413403,1413403,2016
1413525,1413525,2016
1097682,1097682,2017
1097707,1097707,2017
1711606,1711606,2015
1711545,1711545,2015
1413400,1413400,2016
1711483,1711483,2015
1711496,1711496,2015
1711635,1711635,2015
1711494,1711494,2015
106512,106512,2020
1097802,1097802,2017
1413648,1413648,2016
1413571,1413571,2016
1413557,1413557,2016
1711513,1711513,2015
1711654,1711654,2015
106297,106297,2020
1711495,1711495,2015
382882,382882,2019
106533,106533,2020
1413555,1413555,2016
1711663,1711663,2015
1711699,1711699,2015
2001338,2001338,2014
1711658,1711658,2015
1711657,1711657,2015
1711788,1711788,2015
1097563,1097563,2017
1413426,1413426,2016
1711762,1711762,2015
2001411,2001411,2014
1413388,1413388,2016
2001270,2001270,2014
1711692,1711692,2015
2001305,2001305,2014
2001377,2001377,2014
2001207,2001207,2014
2001222,2001222,2014
2001327,2001327,2014
2001455,2001455,2014
2280542,2280542,2013
2280530,2280530,2013
2280537,2280537,2013
1711625,1711625,2015
1711662,1711662,2015
1413631,1413631,2016
2001405,2001405,2014
2001485,2001485,2014
2001345,2001345,2014
2001218,2001218,2014
2280620,2280620,2013
2001558,2001558,2014
383028,383028,2019
2280580,2280580,2013
2280618,2280618,2013
2280597,2280597,2013
2001463,2001463,2014
2280601,2280601,2013
2280588,2280588,2013
2280759,2280759,2013
2280591,2280591,2013
2280723,2280723,2013
2001397,2001397,2014
2001534,2001534,2014
2001449,2001449,2014
2548292,2548292,2012
2548312,2548312,2012
2001418,2001418,2014
2548305,2548305,2012
2280820,2280820,2013
1413348,1413348,2016
2001467,2001467,2014
2280665,2280665,2013
2001433,2001433,2014
2280661,2280661,2013
2001454,2001454,2014
2280590,2280590,2013
2280735,2280735,2013
2548394,2548394,2012
2001392,2001392,2014
2280780,2280780,2013
2548410,2548410,2012
2548466,2548466,2012
2280772,2280772,2013
2280600,2280600,2013
2548314,2548314,2012
2280763,2280763,2013
2548359,2548359,2012
1413409,1413409,2016
2548346,2548346,2012
2548274,2548274,2012
2548496,2548496,2012
2548455,2548455,2012
2280846,2280846,2013
2280808,2280808,2013
2548357,2548357,2012
2548417,2548417,2012
2548332,2548332,2012
2548258,2548258,2012
2280830,2280830,2013
2001234,2001234,2014
2797162,2797162,2011
2796985,2796985,2011
2280863,2280863,2013
2797056,2797056,2011
2797023,2797023,2011
2797190,2797190,2011
2796913,2796913,2011
2797201,2797201,2011
2796944,2796944,2011
2796937,2796937,2011
2797029,2797029,2011
2796908,2796908,2011
2796931,2796931,2011
2797125,2797125,2011
2797167,2797167,2011
2797015,2797015,2011
2796905,2796905,2011
3032908,3032908,2010
3033004,3033004,2010
3032987,3032987,2010
3033001,3033001,2010
2280855,2280855,2013
2797106,2797106,2011
3033058,3033058,2010
3033086,3033086,2010
3033031,3033031,2010
3033163,3033163,2010
3033010,3033010,2010
2548321,2548321,2012
3032892,3032892,2010
2796963,2796963,2011
2796967,2796967,2011
2797059,2797059,2011
3032866,3032866,2010
3032962,3032962,2010
3033142,3033142,2010
3032914,3032914,2010
3033067,3033067,2010
3033170,3033170,2010
3254749,3254749,2009
3032921,3032921,2010
3254778,3254778,2009
3254850,3254850,2009
3254802,3254802,2009
3033207,3033207,2010
2797110,2797110,2011
3254747,3254747,2009
3254784,3254784,2009
2280882,2280882,2013
3033012,3033012,2010
3032959,3032959,2010
3254727,3254727,2009
3254830,3254830,2009
3254859,3254859,2009
3254807,3254807,2009
3033147,3033147,2010
3254806,3254806,2009
3254750,3254750,2009
3254857,3254857,2009
3033115,3033115,2010
3254845,3254845,2009
3254739,3254739,2009
3033165,3033165,2010
3254744,3254744,2009
3254723,3254723,2009
3254771,3254771,2009
3033149,3033149,2010
3254870,3254870,2009
3254917,3254917,2009
3465014,3465014,2008
3465057,3465057,2008
3465145,3465145,2008
3464965,3464965,2008
3654944,3654944,2007
3655013,3655013,2007
3654933,3654933,2007
3464960,3464960,2008
3464977,3464977,2008
3254856,3254856,2009
3654946,3654946,2007
3465065,3465065,2008
3465094,3465094,2008
3655083,3655083,2007
3254984,3254984,2009
3994246,3994246,2005
3655113,3655113,2007
3465168,3465168,2008
3465173,3465173,2008
3254873,3254873,2009
3654979,3654979,2007
3465121,3465121,2008
3465096,3465096,2008
3465184,3465184,2008
3655016,3655016,2007
3465056,3465056,2008
3254858,3254858,2009
3994262,3994262,2005
3654935,3654935,2007
3655145,3655145,2007
3655050,3655050,2007
3254958,3254958,2009
3465070,3465070,2008
3033175,3033175,2010
3655102,3655102,2007
3465035,3465035,2008
3464947,3464947,2008
3254927,3254927,2009
3994326,3994326,2005
3994513,3994513,2005
3994440,3994440,2005
4134711,4134711,2004
3994484,3994484,2005
3994503,3994503,2005
3994439,3994439,2005
4134772,4134772,2004
4134749,4134749,2004
4134618,4134618,2004
3994487,3994487,2005
4258502,4258502,2003
4134806,4134806,2004
4134889,4134889,2004
4258404,4258404,2003
3994320,3994320,2005
3994394,3994394,2005
3994405,3994405,2005
4258465,4258465,2003
4358267,4358267,2002
3655163,3655163,2007
3994502,3994502,2005
3994511,3994511,2005
4134657,4134657,2004
4258571,4258571,2003
4258479,4258479,2003
4258446,4258446,2003
3994412,3994412,2005
4134626,4134626,2004
4358201,4358201,2002
4134703,4134703,2004
4134851,4134851,2004
4358199,4358199,2002
4134897,4134897,2004
4258658,4258658,2003
4134839,4134839,2004
4258604,4258604,2003
4134760,4134760,2004
3994417,3994417,2005
4134608,4134608,2004
4134592,4134592,2004
4134909,4134909,2004
4134793,4134793,2004
4358342,4358342,2002
4358319,4358319,2002
4134763,4134763,2004
1436595,1436595,2016
2025459,2025459,2014
1436617,1436617,2016
114131,114131,2020
1736072,1736072,2015
1120330,1120330,2017
778735,778735,2018
2025503,2025503,2014
2025455,2025455,2014
778740,778740,2018
1120323,1120323,2017
1436646,1436646,2016
2305174,2305174,2013
1736082,1736082,2015
114141,114141,2020
114110,114110,2020
2025480,2025480,2014
1736078,1736078,2015
1120338,1120338,2017
1120348,1120348,2017
1120325,1120325,2017
114118,114118,2020
1736114,1736114,2015
114117,114117,2020
1736073,1736073,2015
114123,114123,2020
2567939,2567939,2012
2305184,2305184,2013
1120365,1120365,2017
2567938,2567938,2012
2305214,2305214,2013
3050668,3050668,2010
3480592,3480592,2008
3050681,3050681,2010
3274287,3274287,2009
778678,778678,2018
2305186,2305186,2013
2567919,2567919,2012
1436648,1436648,2016
2567932,2567932,2012
3274256,3274256,2009
2820536,2820536,2011
2820520,2820520,2011
2820544,2820544,2011
3274264,3274264,2009
3274274,3274274,2009
3050675,3050675,2010
2305201,2305201,2013
3480596,3480596,2008
3671919,3671919,2007
3050669,3050669,2010
3274273,3274273,2009
3274250,3274250,2009
3480589,3480589,2008
2305188,2305188,2013
3671914,3671914,2007
3671918,3671918,2007
4008187,4008187,2005
4268631,4268631,2003
4008185,4008185,2005
4008206,4008206,2005
4453611,4453611,2001
4453615,4453615,2001
4268612,4268612,2003
2025461,2025461,2014
1161576,1161576,2017
1161536,1161536,2017
1161551,1161551,2017
125957,125957,2020
1775938,1775938,2015
2603280,2603280,2012
2854937,2854937,2011
821732,821732,2018
1775977,1775977,2015
2342617,2342617,2013
2603306,2603306,2012
1775930,1775930,2015
821757,821757,2018
125948,125948,2020
2854929,2854929,2011
2603269,2603269,2012
2062434,2062434,2014
2062393,2062393,2014
2062383,2062383,2014
452773,452773,2019
2854952,2854952,2011
2854942,2854942,2011
2854951,2854951,2011
2854927,2854927,2011
3083681,3083681,2010
3083659,3083659,2010
821711,821711,2018
2854960,2854960,2011
821715,821715,2018
2854947,2854947,2011
3509407,3509407,2008
2854954,2854954,2011
3083669,3083669,2010
821744,821744,2018
3303547,3303547,2009
3303539,3303539,2009
3509405,3509405,2008
3509412,3509412,2008
452806,452806,2019
3083719,3083719,2010
1161549,1161549,2017
2342652,2342652,2013
3303528,3303528,2009
3303544,3303544,2009
452795,452795,2019
3509420,3509420,2008
3509409,3509409,2008
1474428,1474428,2016
3303536,3303536,2009
4031142,4031142,2005
3699936,3699936,2007
2342596,2342596,2013
3083651,3083651,2010
4031153,4031153,2005
4168353,4168353,2004
4031180,4031180,2005
3699920,3699920,2007
3699939,3699939,2007
3699941,3699941,2007
3303522,3303522,2009
4318618,4318618,2002
3763265,3763265,2006
4383766,4383766,2002
3609802,3609802,2007
3967217,3967217,2005
3427704,3427704,2008
3410591,3410591,2008
3967318,3967318,2005
4445857,4445857,2001
3704101,3704101,2007
3609769,3609769,2007
3215582,3215582,2009
4251109,4251109,2003
3307437,3307437,2009
4100912,4100912,2004
4094295,4094295,2004
3880996,3880996,2006
3609787,3609787,2007
2346444,2346444,2013
3630825,3630825,2007
2624827,2624827,2012
3465118,3465118,2008
3215392,3215392,2009
3874928,3874928,2006
4445955,4445955,2001
4291892,4291892,2003
3810350,3810350,2006
3990722,3990722,2005
2734388,2734388,2011
4335232,4335232,2002
4031174,4031174,2005
3833379,3833379,2006
3321026,3321026,2009
4134087,4134087,2004
4445881,4445881,2001
4260444,4260444,2003
3715274,3715274,2007
4283376,4283376,2003
3810372,3810372,2006
4298769,4298769,2003
3887184,3887184,2006
4335208,4335208,2002
3982562,3982562,2005
3678172,3678172,2007
2755033,2755033,2011
3795167,3795167,2006
3836132,3836132,2006
3628564,3628564,2007
3464495,3464495,2008
3196814,3196814,2009
4195046,4195046,2004
4172514,4172514,2004
4131651,4131651,2004
2513141,2513141,2012
2206378,2206378,2013
3525967,3525967,2008
2445947,2445947,2012
4285201,4285201,2003
4172309,4172309,2004
3651299,3651299,2007
3008978,3008978,2010
2575625,2575625,2012
4119278,4119278,2004
4195022,4195022,2004
3427739,3427739,2008
3854914,3854914,2006
3810329,3810329,2006
4029938,4029938,2005
3486560,3486560,2008
3803026,3803026,2006
2207551,2207551,2013
3221996,3221996,2009
3855094,3855094,2006
3315482,3315482,2009
3464350,3464350,2008
4178250,4178250,2004
2166871,2166871,2013
3254130,3254130,2009
3321012,3321012,2009
3990703,3990703,2005
3032122,3032122,2010
3834141,3834141,2006
4251088,4251088,2003
3654544,3654544,2007
4033916,4033916,2005
3315485,3315485,2009
3222780,3222780,2009
3427776,3427776,2008
3296790,3296790,2009
3525968,3525968,2008
4258006,4258006,2003
3885903,3885903,2006
2478232,2478232,2012
3833995,3833995,2006
3581351,3581351,2007
2305639,2305639,2013
3315492,3315492,2009
3315502,3315502,2009
3721846,3721846,2007
4119269,4119269,2004
4937901,4937901,1992
2231949,2231949,2013
3486832,3486832,2008
4013803,4013803,2005
3671861,3671861,2007
3525958,3525958,2008
4113487,4113487,2004
2560776,2560776,2012
3821096,3821096,2006
2975920,2975920,2010
2943059,2943059,2010
1688279,1688279,2015
3715256,3715256,2007
4210800,4210800,2003
4357837,4357837,2002
3909063,3909063,2006
4051888,4051888,2005
3308561,3308561,2009
4013833,4013833,2005
3097264,3097264,2010
3102345,3102345,2010
3656984,3656984,2007
4134900,4134900,2004
2995809,2995809,2010
3833981,3833981,2006
3196541,3196541,2009
3982565,3982565,2005
4256264,4256264,2003
3224299,3224299,2009
3303622,3303622,2009
3981113,3981113,2005
3715245,3715245,2007
4131686,4131686,2004
3521692,3521692,2008
3715272,3715272,2007
1370742,1370742,2016
3102361,3102361,2010
3200145,3200145,2009
4036465,4036465,2005
3315514,3315514,2009
4134092,4134092,2004
2161057,2161057,2013
2728709,2728709,2011
3205554,3205554,2009
3609760,3609760,2007
3097278,3097278,2010
3254197,3254197,2009
3715248,3715248,2007
2860374,2860374,2011
3236157,3236157,2009
3821449,3821449,2006
2231954,2231954,2013
3224226,3224226,2009
2634087,2634087,2012
3833411,3833411,2006
4094282,4094282,2004
3933512,3933512,2005
3833969,3833969,2006
4051898,4051898,2005
2755156,2755156,2011
3465599,3465599,2008
4253555,4253555,2003
4192008,4192008,2004
2732989,2732989,2011
2995792,2995792,2010
3630854,3630854,2007
3715253,3715253,2007
3632246,3632246,2007
2995751,2995751,2010
3274251,3274251,2009
2624826,2624826,2012
3821154,3821154,2006
3933488,3933488,2005
3172575,3172575,2009
3534697,3534697,2008
4505566,4505566,2000
3821097,3821097,2006
2473602,2473602,2012
4190723,4190723,2004
3909047,3909047,2006
4287873,4287873,2003
4002603,4002603,2005
4056405,4056405,2005
2769256,2769256,2011
3834212,3834212,2006
2764956,2764956,2011
4445961,4445961,2001
3447704,3447704,2008
2777171,2777171,2011
3032234,3032234,2010
2820366,2820366,2011
3632245,3632245,2007
3843372,3843372,2006
3889739,3889739,2006
3907426,3907426,2006
4190713,4190713,2004
2211760,2211760,2013
2502657,2502657,2012
4257985,4257985,2003
2876601,2876601,2011
3427639,3427639,2008
3656959,3656959,2007
3656982,3656982,2007
730348,730348,2018
1858757,1858757,2014
3410475,3410475,2008
3015665,3015665,2010
3609738,3609738,2007
2547742,2547742,2012
3654569,3654569,2007
4032128,4032128,2005
3321034,3321034,2009
3872291,3872291,2006
3464329,3464329,2008
2765056,2765056,2011
3533212,3533212,2008
4194987,4194987,2004
2243540,2243540,2013
3480526,3480526,2008
3973908,3973908,2005
3464445,3464445,2008
4131667,4131667,2004
3830515,3830515,2006
3224318,3224318,2009
3185257,3185257,2009
2859434,2859434,2011
3609788,3609788,2007
